index,Date,close,high,low,open,volumefrom,volumeto,cRSI,MACD,MACD_Signal,candlestick_pattern,candlestick_match_count
152,2019-06-14,8693.96,8724.42,8180.39,8235.57,50383.98,424131990.84,90.0,192.52726126704783,218.8144084083678,,
153,2019-06-15,8853.56,8905.14,8621.48,8693.96,38140.15,333656492.38,84.87,234.24512608972782,221.9005519446398,,
154,2019-06-16,8979.18,9372.89,8800.96,8853.56,84289.2,767025702.52,84.02,274.2815714512044,232.37675584595272,,
155,2019-06-17,9336.01,9468.85,8976.99,8979.18,65486.04,606269265.79,95.43,330.9885121594707,252.0991071086563,,
156,2019-06-18,9081.71,9357.22,8941.83,9336.01,51829.13,473016555.83,29.15,351.3590382168368,271.9510933302924,,
157,2019-06-19,9280.54,9313.18,9045.47,9081.71,32012.68,293070485.25,63.58,379.17584309691665,293.39604328361725,,
158,2019-06-20,9536.85,9600.28,9219.81,9280.54,45144.43,424436854.57,74.16,417.09492563148706,318.13581975319124,,
159,2019-06-21,10218.87,10230.86,9536.85,9536.85,77828.7,765543626.6,86.29,496.4565438493828,353.79996457242953,,
160,2019-06-22,10689.54,11207.97,10086.32,10218.87,115793.98,1240328392.49,90.05,590.5231502155475,401.14460170105315,,
161,2019-06-23,10855.99,11285.51,10513.81,10689.54,57082.02,619160985.99,83.22,670.7705124657841,455.0697838539994,,
162,2019-06-24,11035.74,11100.92,10555.71,10855.99,52118.36,565444720.43,85.34,740.3373004115165,512.1232871655029,,
163,2019-06-25,11740.34,11778.22,10992.37,11035.74,84123.73,953962631.15,96.69,842.6117091962187,578.2209715716461,,
164,2019-06-26,12913.28,13826.76,11679.1,11740.34,211449.88,2685872365.1,98.04,1006.7066823557852,663.918113728474,,
165,2019-06-27,11154.09,13314.05,10335.34,12913.28,202428.68,2345027203.81,18.04,983.464434177602,727.8273778182997,,
166,2019-06-28,12355.06,12433.0,10772.75,11154.09,120700.97,1408438810.31,65.23,1049.850998320877,792.2321019188153,,
167,2019-06-29,11884.1,12362.9,11352.27,12355.06,81875.16,968516834.6,28.12,1052.329691044859,844.2516197440241,,
168,2019-06-30,10769.05,12200.02,10677.83,11884.1,80893.36,917158052.37,16.98,953.329468067408,866.0671894087009,,
169,2019-07-01,10591.87,11207.0,10006.43,10769.05,115739.97,1225129699.57,19.81,850.7670202296067,863.0071555728821,,
170,2019-07-02,10844.13,10927.6,9678.1,10591.87,120994.95,1239524970.43,62.91,780.8397802401087,846.5736805063275,,
171,2019-07-03,11981.61,12009.59,10841.91,10844.13,115565.16,1313585829.89,82.8,807.8941673681074,838.8377778786835,,
172,2019-07-04,11156.52,12055.11,11067.68,11981.61,71141.03,831236841.56,27.05,754.0647080824292,821.8831639194327,,
173,2019-07-05,10993.25,11435.38,10787.94,11156.52,66066.75,734424868.07,28.19,690.2729128234805,795.5611137002423,,
174,2019-07-06,11248.94,11709.27,10985.4,10993.25,48172.2,549769169.13,64.91,652.8241511496781,767.0137211901296,,
175,2019-07-07,11474.28,11605.43,11109.42,11248.94,36847.21,418161890.29,68.5,634.0202022468457,740.4150174014728,,
176,2019-07-08,12296.16,12386.28,11339.02,11474.28,63847.27,762033323.29,86.96,677.6255391207305,727.8571217453243,,
177,2019-07-09,12567.02,12808.06,12117.31,12296.16,79607.47,993891866.34,81.66,725.6741017527402,727.4205177468075,,
178,2019-07-10,12099.12,13183.73,11569.94,12567.02,124523.09,1554955347.89,28.78,717.723840547018,725.4811823068496,,
179,2019-07-11,11343.12,12099.91,11002.39,12099.12,102929.11,1185222449.66,16.55,643.0081220462725,708.9865702547343,,
180,2019-07-12,11797.37,11931.91,11096.61,11343.12,55994.89,647690095.15,67.17,613.3789053058445,689.8650372649563,,
181,2019-07-13,11363.97,11835.87,10827.53,11797.37,59187.84,668325183.28,28.97,548.6018391382058,661.6123976396062,,
182,2019-07-14,10204.41,11447.92,10118.85,11363.97,76310.21,814667763.32,14.49,399.0981908400463,609.1095562796943,,
183,2019-07-15,10850.26,11070.18,9877.02,10204.41,92742.77,965178341.63,68.68,328.9383730470163,553.0753196331586,,
184,2019-07-16,9423.44,11025.76,9366.82,10850.26,113537.84,1140137759.72,20.79,156.40087052487615,473.74042981150217,,
185,2019-07-17,9696.15,9982.24,9086.51,9423.44,101032.08,965256823.84,58.85,41.194213329183185,387.23118651503836,,
186,2019-07-18,10638.35,10776.54,9292.61,9696.15,102443.07,1033842556.65,77.05,25.62439115786583,314.9098274436039,,
187,2019-07-19,10532.94,10757.41,10135.16,10638.35,62995.33,658190962.53,36.48,4.72502175119007,252.87286630512114,,
188,2019-07-20,10759.42,11094.32,10379.19,10532.94,56766.57,608954333.23,62.45,6.363806156201463,203.5710542753372,,
189,2019-07-21,10586.71,10833.99,10329.89,10759.42,38379.41,405339891.1,35.6,-6.202203853048559,161.61640264966005,,
190,2019-07-22,10325.87,10676.6,10072.07,10586.71,50574.02,524442852.25,26.85,-36.78443729217179,121.9362346612937,,
191,2019-07-23,9854.15,10328.44,9820.61,10325.87,52754.02,529438124.08,15.36,-97.9557661998333,77.9578344890683,,
192,2019-07-24,9772.14,9920.54,9535.78,9854.15,54750.78,531611909.42,19.4,-151.30782427620943,32.10470273601276,,
193,2019-07-25,9882.43,10184.43,9744.7,9772.14,40285.56,403576364.36,55.72,-182.58550140982334,-10.833338093154456,,
194,2019-07-26,9847.45,9890.05,9668.52,9882.43,31960.31,312717110.04,40.01,-207.80048490300032,-50.22676745512363,,
195,2019-07-27,9478.32,10202.95,9310.47,9847.45,53081.42,512612117.07,22.08,-254.63398496286027,-91.10821095667097,,
196,2019-07-28,9531.77,9591.52,9135.64,9478.32,28313.55,267243770.14,47.84,-284.16126865690603,-129.718822496718,,
197,2019-07-29,9506.93,9717.69,9386.9,9531.77,31434.4,299936368.39,34.71,-306.03841378863217,-164.98274075510085,,
198,2019-07-30,9595.52,9749.53,9391.78,9506.93,28856.19,276402322.56,53.98,-312.6240014127634,-194.51099288663337,,
199,2019-07-31,10089.25,10123.94,9581.6,9595.52,42030.01,416343142.53,82.82,-274.8351142075917,-210.57581715082506,,
200,2019-08-01,10409.79,10488.81,9890.49,10089.25,43505.11,442037342.05,84.92,-216.52626965416493,-211.76590765149302,,
201,2019-08-02,10528.99,10666.64,10340.82,10409.79,44213.09,463688251.79,78.42,-158.86633423875537,-201.1859929689455,,
202,2019-08-03,10820.41,10915.0,10509.35,10528.99,34102.93,367536516.75,88.01,-88.63354912139766,-178.67550419943595,,
203,2019-08-04,10978.91,11074.95,10572.24,10820.41,39795.33,431699306.35,82.38,-19.953919196157585,-146.93118719878026,,
204,2019-08-05,11807.96,11945.38,10978.89,10978.91,74748.53,870917186.96,96.56,100.21734549394387,-97.50148066023544,,
205,2019-08-06,11467.1,12316.85,11224.1,11807.96,80694.71,949534020.01,33.77,166.0354321258601,-44.79409810301634,,
206,2019-08-07,11974.28,12138.55,11393.98,11467.1,70893.9,834719365.81,67.44,256.168970858831,15.398515689353133,,
207,2019-08-08,11982.8,12042.87,11498.04,11974.28,49871.24,588463519.89,58.32,324.54676934353665,77.22816642018984,,
208,2019-08-09,11865.21,12027.57,11674.06,11982.8,39230.82,464214586.73,40.06,365.0401810413132,134.7905693444145,,
209,2019-08-10,11293.59,11971.35,11232.42,11865.21,40869.27,470049694.45,18.8,347.006470194372,177.23374951440604,,
210,2019-08-11,11549.06,11584.35,11119.32,11293.59,25734.51,292814721.19,61.32,349.30237799013594,211.64747520955203,,
211,2019-08-12,11387.41,11554.74,11240.38,11549.06,20181.72,229908138.9,35.21,334.22535557382434,236.1630512824065,,
212,2019-08-13,10872.0,11439.48,10765.3,11387.41,43742.98,483240069.77,19.19,277.4887100274409,244.42818303141343,,
213,2019-08-14,10031.89,10873.44,9924.58,10872.0,70125.86,728247545.72,9.93,162.8573357671412,228.114013578559,,
214,2019-08-15,10308.51,10451.61,9497.12,10031.89,84438.15,842979140.9,59.24,93.2570586598722,201.14262259482163,,
215,2019-08-16,10360.43,10544.97,9764.32,10308.51,62357.48,635040831.46,54.14,41.80593490164392,169.2752850561861,,
216,2019-08-17,10220.75,10474.64,10010.76,10360.43,24470.79,251018339.59,30.18,-10.123759608670298,133.39547612321482,,
217,2019-08-18,10326.25,10512.89,10079.46,10220.75,21614.15,223456175.83,51.36,-42.278092804968765,98.2607623375781,,
218,2019-08-19,10922.16,10937.26,10278.31,10326.25,39936.81,426168059.98,79.29,-19.451452513692857,74.71831936732391,,
219,2019-08-20,10770.76,10956.06,10576.37,10922.16,30891.56,332208752.04,39.46,-13.423156530341657,57.0900241877908,,
220,2019-08-21,10131.67,10805.7,9870.07,10770.76,57446.51,584554031.67,18.79,-59.52870062851434,33.766279224529775,,
221,2019-08-22,10104.11,10231.99,9777.06,10131.67,38005.1,380411207.72,27.2,-97.17140668117099,7.578742043389621,,
222,2019-08-23,10410.49,10468.14,10053.67,10104.11,31466.97,324471966.33,69.47,-101.1156190394504,-14.160130173178382,,
223,2019-08-24,10150.07,10430.99,9911.2,10410.49,28068.47,283755017.73,35.05,-123.82774417440305,-36.09365297342332,,
224,2019-08-25,10141.75,10353.95,9907.03,10150.07,25686.72,259448931.12,37.09,-140.87470552886225,-57.04986348451111,,
225,2019-08-26,10364.91,10626.93,10141.75,10141.75,42155.28,437989368.7,67.48,-134.8232398603741,-72.6045387596837,,
226,2019-08-27,10175.47,10381.92,10038.26,10364.91,26481.68,269489962.47,35.75,-143.65763866870293,-86.81515874148755,,
227,2019-08-28,9722.83,10281.59,9600.83,10175.47,49145.33,486936428.33,20.55,-185.05008629724034,-106.46214425263813,,
228,2019-08-29,9492.81,9724.52,9344.69,9722.83,42711.51,406305621.25,18.8,-233.72040752988505,-131.91379690808753,,
229,2019-08-30,9587.25,9699.85,9368.27,9492.81,28941.49,276606372.89,53.09,-261.6552699482836,-157.86209151612675,,
230,2019-08-31,9624.54,9714.11,9512.03,9587.25,15427.47,148320616.41,54.96,-277.58503087496865,-181.80667938789514,,
231,2019-09-01,9768.36,9823.53,9578.66,9624.54,15485.86,149995549.7,68.61,-275.4294301095506,-200.53122953222623,,
232,2019-09-02,10387.5,10459.0,9764.76,9768.36,42504.5,429220162.8,90.21,-221.21168671659325,-204.66732096909965,,
233,2019-09-03,10625.1,10773.27,10296.3,10387.5,52101.71,550564712.84,85.77,-157.25862067690832,-195.18558091066137,,
234,2019-09-04,10585.2,10827.14,10392.88,10625.1,41229.09,436210232.43,46.17,-108.5437271053379,-177.8572101495967,,
235,2019-09-05,10556.16,10659.6,10475.88,10585.2,23957.29,253210793.56,43.53,-71.45640334293603,-156.5770487882646,,
236,2019-09-06,10309.91,10938.39,10228.17,10556.16,54409.77,577987384.8,25.39,-61.2289399582296,-137.5074270222576,,
237,2019-09-07,10491.96,10574.99,10304.22,10309.91,18864.32,197436363.34,65.64,-37.99569724988942,-117.60508106778396,,
238,2019-09-08,10420.88,10595.71,10286.85,10491.96,18990.22,198370974.82,44.11,-25.030214247630283,-99.09010770375322,,
239,2019-09-09,10314.88,10514.59,10101.87,10420.88,33044.44,340516851.61,33.95,-23.042668143321862,-83.88061979166696,,
240,2019-09-10,10109.46,10395.1,9966.94,10314.88,26197.16,266382297.99,22.05,-37.60966002008172,-74.62642783734992,,
241,2019-09-11,10165.01,10251.97,9874.13,10109.46,28189.47,283998084.25,54.18,-44.16260624808274,-68.53366351949649,,
242,2019-09-12,10428.96,10472.07,10057.09,10165.01,26821.06,275877681.63,75.96,-27.737562908218024,-60.374443397240796,,
243,2019-09-13,10372.29,10591.45,9855.34,10428.96,24372.25,251594742.18,43.13,-19.073525386578694,-52.114259795108374,,
244,2019-09-14,10365.56,10455.38,10251.96,10372.29,15570.76,161565882.04,41.83,-12.604965785445529,-44.21240099317581,,
245,2019-09-15,10313.02,10401.53,10279.58,10365.56,11651.76,120645589.34,32.76,-11.584584721476858,-37.686837738836026,,
246,2019-09-16,10271.79,10411.06,10103.87,10313.02,27381.87,280632567.99,27.65,-13.942125657438737,-32.93789532255657,,
247,2019-09-17,10198.62,10297.99,10152.47,10271.79,21680.68,221966422.11,20.91,-21.4672403433633,-30.643764326717918,,
248,2019-09-18,10163.38,10272.19,10100.9,10198.62,21739.97,221697128.61,21.0,-29.929512643238922,-30.50091399002212,,
249,2019-09-19,10281.03,10368.46,9641.11,10163.38,45685.81,456963432.6,68.59,-26.833235811025588,-29.767378354222817,,
250,2019-09-20,10176.38,10321.18,10065.55,10281.03,20930.03,213229233.56,41.59,-32.44973418110203,-30.303849519598664,,
251,2019-09-21,9988.38,10187.64,9944.61,10176.38,17868.39,179453539.43,28.25,-51.477478098613574,-34.53857523540165,,
252,2019-09-22,10036.98,10096.66,9871.97,9988.38,17799.44,178007946.58,53.47,-61.92169366818962,-40.01519892195925,,
253,2019-09-23,9694.6,10073.79,9636.2,10036.98,33287.92,327752087.22,23.73,-96.71118799001488,-51.354396735570376,,
254,2019-09-24,8542.54,9787.58,8107.01,9694.6,121811.28,1084866143.86,11.82,-214.76801473229898,-84.0371203349161,,
255,2019-09-25,8446.97,8752.2,8246.24,8542.54,74724.79,631898763.59,18.29,-312.43899847930334,-129.71749596379357,,
256,2019-09-26,8074.99,8471.02,7753.71,8446.97,80375.17,652614929.72,8.69,-415.0749088397297,-186.7889785389808,,
257,2019-09-27,8201.36,8304.22,7888.5,8074.99,48376.65,390323710.89,55.73,-480.676663009981,-245.56651543318085,,
258,2019-09-28,8223.65,8345.03,8044.45,8201.36,29802.19,244186983.17,53.48,-524.8181323683257,-301.4168388202098,,
259,2019-09-29,8065.26,8265.99,7943.33,8223.65,28053.51,226712656.15,25.01,-566.056170955424,-354.3447052472527,,
260,2019-09-30,8314.62,8372.24,7736.96,8065.26,50440.1,407250929.38,66.1,-572.0224271594998,-397.8802496297021,,
261,2019-10-01,8326.64,8537.6,8212.01,8314.62,42368.0,355446344.41,59.94,-569.2192099158601,-432.1480416869337,,
262,2019-10-02,8391.52,8403.51,8186.3,8326.64,24785.21,205325219.19,68.55,-555.3605159510043,-456.7905365397479,,
263,2019-10-03,8246.3,8434.63,8105.02,8391.52,30435.91,250685863.87,28.77,-549.7581714947682,-475.384063530752,,
264,2019-10-04,8168.05,8267.11,8021.3,8246.3,26268.19,214500278.91,27.99,-545.3459851373773,-489.3764478520771,,
265,2019-10-05,8172.48,8232.25,8052.51,8168.05,17371.63,141685742.42,50.7,-535.3209845993933,-498.56535520154034,,
266,2019-10-06,7868.31,8221.03,7822.65,8172.48,30026.91,239636660.01,21.25,-545.6303889118062,-507.97836194359354,,
267,2019-10-07,8215.11,8326.01,7798.09,7868.31,39653.14,321239400.73,71.97,-519.8245901376358,-510.347607582402,,
268,2019-10-08,8191.87,8354.19,8126.71,8215.11,21060.16,173334218.05,46.1,-495.53634790559227,-507.3853556470401,,
269,2019-10-09,8593.16,8697.56,8132.74,8191.87,47097.59,398201725.27,79.78,-438.8482225339849,-493.6779290244291,,
270,2019-10-10,8596.57,8672.58,8466.13,8593.16,29187.08,250267419.87,70.82,-389.16130695755237,-472.7746046110538,,
271,2019-10-11,8278.05,8834.11,8259.77,8596.57,38612.05,326882172.42,27.42,-371.20692800783945,-452.461069290411,,
272,2019-10-12,8316.66,8439.44,8272.12,8278.05,11037.58,92609964.73,55.33,-349.8298285115361,-431.9348211346361,,
273,2019-10-13,8296.34,8498.59,8194.16,8316.66,20190.99,168896951.15,41.58,-330.7156926838179,-411.6909954444725,,
274,2019-10-14,8363.94,8414.24,8228.06,8296.34,17507.78,146015532.85,62.38,-306.57879774547655,-390.6685559046733,,
275,2019-10-15,8173.48,8439.31,8116.92,8363.94,24899.11,205674618.32,27.95,-299.3677399134922,-372.4083927064371,,
276,2019-10-16,8014.39,8193.41,7945.77,8173.48,34102.92,274670310.13,21.39,-302.9973927241772,-358.52619270998514,,
277,2019-10-17,8082.46,8145.5,7948.95,8014.39,21657.02,175172893.7,58.84,-296.95809059324165,-346.2125722866365,,
278,2019-10-18,7972.62,8157.36,7850.66,8082.46,27732.54,221065928.44,31.29,-297.60447108218796,-336.4909520457468,,
279,2019-10-19,7973.63,8108.69,7919.05,7972.62,17875.39,143202359.39,48.9,-294.63882079766154,-328.12052579612975,,
280,2019-10-20,8247.25,8326.13,7911.49,7973.63,25287.68,205394286.06,80.83,-267.13036179072424,-315.92249299504863,,
281,2019-10-21,8223.25,8359.52,8177.11,8247.25,22831.65,188511539.86,46.87,-244.44845958539372,-301.6276863131177,,
282,2019-10-22,8034.5,8318.41,8021.36,8223.25,24453.79,200593851.39,24.11,-238.94898111015937,-289.09194527252606,,
283,2019-10-23,7479.54,8071.8,7336.06,8034.5,60122.39,457672451.42,8.89,-276.1875209815835,-286.5110604143376,,
284,2019-10-24,7444.2,7524.31,7370.13,7479.54,28580.18,213663114.76,20.01,-305.03472434544346,-290.2157932005588,,
285,2019-10-25,8671.1,8783.85,7431.2,7444.2,79777.72,656574822.36,86.99,-226.28726573484528,-277.4300877074161,,
286,2019-10-26,9258.98,10380.48,8654.84,8671.1,154648.62,1457875080.4,90.29,-115.11535638768328,-244.96714144346953,,
287,2019-10-27,9550.6,9805.42,9114.58,9258.98,64673.13,614726341.04,89.7,-3.4398677950339334,-196.66168671378242,,
288,2019-10-28,9222.23,9934.71,9201.49,9550.6,54907.49,522287119.66,34.65,57.89961606296856,-145.74942615843224,,
289,2019-10-29,9432.86,9565.11,9099.36,9222.23,40284.46,377872980.92,70.42,122.10018471453259,-92.17950398383928,,
290,2019-10-30,9169.86,9441.8,9018.3,9432.86,34376.01,315824657.23,33.2,150.02826346188886,-43.737950494693656,,
291,2019-10-31,9157.52,9423.16,8972.0,9169.86,35891.86,329788397.17,41.66,169.21512557492497,-1.14733528076993,,
292,2019-11-01,9260.59,9308.62,9072.62,9157.52,27365.39,251360754.52,68.56,190.54129816405657,37.190391408195374,,
293,2019-11-02,9311.99,9400.44,9223.46,9260.59,17135.45,159847329.63,70.61,209.17871203686263,71.58805553392884,,
294,2019-11-03,9221.61,9396.1,9108.22,9311.99,15670.3,144662760.99,37.76,214.1870709168452,100.10785861051212,,
295,2019-11-04,9421.54,9578.74,9141.0,9221.61,29435.09,275923701.7,71.0,231.61895242205355,126.41007737282041,,
296,2019-11-05,9323.61,9495.36,9196.64,9421.54,24971.55,233491267.4,39.12,234.8247974483893,148.0930213879342,,
297,2019-11-06,9347.27,9455.53,9269.82,9323.61,22338.76,208985449.5,60.48,236.54784073171868,165.7839852566911,,
298,2019-11-07,9208.52,9382.63,9114.14,9347.27,21322.07,196879610.6,30.87,224.13372546103164,177.45393329755922,,
299,2019-11-08,8772.31,9263.83,8682.74,9208.52,41674.91,371135404.96,13.11,177.05595736620853,177.3743381112891,,
300,2019-11-09,8822.19,8881.08,8732.62,8772.31,13145.33,116025279.26,54.08,142.13296575498134,170.32606364002754,,
301,2019-11-10,9045.85,9126.98,8767.94,8822.19,18134.09,162649216.87,73.25,130.9937220053871,162.45959531309947,,
302,2019-11-11,8726.31,9084.49,8619.78,9045.85,25750.4,226035620.33,23.0,95.28321796219461,149.0243198429185,,
303,2019-11-12,8815.14,8868.85,8576.09,8726.31,22305.54,194901130.1,58.57,73.30520803704712,133.88049748174421,,
304,2019-11-13,8773.82,8840.33,8721.68,8815.14,15828.57,138900524.48,37.63,51.95440016934481,117.49527801926435,,
305,2019-11-14,8640.42,8811.04,8584.92,8773.82,18999.7,164630654.03,24.21,23.992890869356415,98.79480058928276,,
306,2019-11-15,8468.57,8773.4,8393.29,8640.42,31281.14,267441968.16,16.58,-11.89652970321913,76.65653453078238,,
307,2019-11-16,8498.94,8539.42,8442.03,8468.57,9355.13,79597461.02,55.23,-37.4567705540594,53.83387351381403,,
308,2019-11-17,8515.28,8641.12,8411.3,8498.94,14296.75,122271717.68,57.96,-55.752266712934215,31.91664546846438,,
309,2019-11-18,8190.16,8537.87,8075.63,8515.28,30048.32,250358969.38,16.69,-95.38649000877194,6.456018373017116,,
310,2019-11-19,8133.57,8215.95,8016.54,8190.16,24402.6,198180594.35,23.77,-129.8662206250665,-20.808429426599606,,
311,2019-11-20,8093.6,8232.23,8047.73,8133.57,18105.11,147086043.41,21.63,-158.5887876819943,-48.36450107767855,,
312,2019-11-21,7632.59,8133.73,7437.33,8093.6,45760.44,354377783.29,5.05,-216.06067027437894,-81.90373491701862,,
313,2019-11-22,7292.2,7721.9,6815.03,7632.59,94065.31,680349857.19,3.84,-285.77988688921687,-122.67896531145828,,
314,2019-11-23,7339.24,7368.18,7119.41,7292.2,25474.86,185099411.4,55.89,-333.393975269626,-164.82196730309187,,
315,2019-11-24,6930.09,7364.59,6888.89,7339.24,35108.24,249710266.27,21.34,-399.5378453651656,-211.76514291550663,,
316,2019-11-25,7138.23,7386.06,6560.13,6930.09,85742.76,596056755.83,65.08,-430.2030672877081,-255.45272778994695,,
317,2019-11-26,7170.11,7350.44,7042.5,7138.23,36264.64,259675008.66,61.41,-446.7827930983867,-293.71874085163495,,
318,2019-11-27,7531.5,7681.51,6873.1,7170.11,66406.48,485895588.26,84.63,-425.85223305719865,-320.1454392927477,,
319,2019-11-28,7442.33,7663.45,7388.79,7531.5,29886.7,225350756.08,37.31,-411.71390558268104,-338.4591325507344,,
320,2019-11-29,7769.38,7872.17,7425.49,7442.33,37243.54,285280637.6,75.65,-369.8555133381715,-344.7384087082218,,
321,2019-11-30,7571.77,7821.01,7487.1,7769.38,24778.5,189533166.63,33.44,-348.6093597182489,-345.5125989102272,,
322,2019-12-01,7420.53,7575.5,7261.95,7571.77,30676.77,226245528.68,27.68,-340.0554859736567,-344.42117632291314,,
323,2019-12-02,7320.94,7442.62,7193.09,7420.53,25163.31,184009273.35,25.66,-337.4229582709295,-343.02153271251643,,
324,2019-12-03,7313.64,7420.34,7260.93,7320.94,18521.73,135997337.7,31.6,-332.0974968711171,-340.83672554423663,,
325,2019-12-04,7207.78,7764.68,7110.76,7313.64,49046.2,360525572.37,18.79,-332.585212334272,-339.18642290224375,,
326,2019-12-05,7406.75,7492.96,7175.85,7207.78,30054.36,220875659.79,77.72,-313.3049300067232,-334.0101243231397,,
327,2019-12-06,7558.58,7607.79,7323.86,7406.75,28169.83,209851296.57,81.63,-282.5170742799346,-323.7115143144987,,
328,2019-12-07,7514.86,7640.51,7503.1,7558.58,14093.87,106572219.77,47.59,-258.66360242242354,-310.70193193608367,,
329,2019-12-08,7539.7,7594.8,7414.51,7514.86,15949.09,120000308.79,65.37,-235.04571304776437,-295.57068815841984,,
330,2019-12-09,7350.62,7667.04,7296.42,7539.7,35089.72,262161330.42,27.35,-228.94638988473798,-282.24582850368347,,
331,2019-12-10,7233.84,7403.64,7176.42,7350.62,23348.59,170419385.84,23.89,-230.87442569849554,-271.9715479426459,,
332,2019-12-11,7212.01,7284.74,7167.13,7233.84,19799.94,143267855.45,28.55,-231.49537198336566,-263.87631275078985,,
333,2019-12-12,7199.39,7307.96,7105.35,7212.01,28003.83,201666958.32,27.66,-230.35046810987842,-257.1711438226076,,
334,2019-12-13,7261.72,7308.08,7199.39,7199.39,18725.31,135777984.61,69.14,-221.85619335874253,-250.10815372983458,,
335,2019-12-14,7080.29,7283.78,7033.14,7261.72,15624.21,111796861.42,28.54,-227.14590751829473,-245.51570448752662,,
336,2019-12-15,7132.39,7204.93,7030.37,7080.29,15972.7,113742866.17,60.74,-224.5455877570521,-241.32168114143172,,
337,2019-12-16,6897.33,7172.46,6869.19,7132.39,39619.58,278223344.11,22.36,-238.7006011890453,-240.79746515095445,,
338,2019-12-17,6635.84,6948.12,6585.46,6897.33,46023.51,310739632.42,14.2,-267.9300777960034,-246.22398767996427,,
339,2019-12-18,7294.53,7442.26,6450.69,6635.84,71573.09,491429584.47,80.43,-235.23225943625766,-244.02564203122296,,
340,2019-12-19,7159.26,7376.98,7057.66,7294.53,34799.1,249541907.16,40.71,-217.72437030043147,-238.76538768506467,,
341,2019-12-20,7203.41,7234.56,7094.06,7159.26,23556.25,168963964.55,67.17,-198.0042364156625,-230.61315743118425,,
342,2019-12-21,7159.47,7213.86,7132.82,7203.41,12101.12,86864836.52,43.88,-183.80271572057973,-221.25106908906338,,
343,2019-12-22,7517.58,7527.4,7143.17,7159.47,27325.26,200586646.53,80.84,-142.01437083730252,-205.40372943871122,,
344,2019-12-23,7326.6,7694.65,7275.28,7517.58,44770.93,336425000.06,35.57,-122.89068899613267,-188.90112135019552,,
345,2019-12-24,7260.91,7429.42,7175.5,7326.6,27770.75,203013413.87,37.33,-111.74751161064523,-173.47039940228547,,
346,2019-12-25,7202.72,7280.52,7132.3,7260.91,15012.21,108513256.34,32.23,-106.3855633842877,-160.05343219868593,,
347,2019-12-26,7207.23,7442.21,7167.44,7202.72,23254.3,169067214.27,60.53,-100.6124636242157,-148.16523848379188,,
348,2019-12-27,7253.82,7267.46,7061.61,7207.23,25489.38,183588691.22,70.95,-91.22621778798566,-136.77743434463065,,
349,2019-12-28,7316.23,7368.09,7253.61,7253.82,14542.71,106581355.23,79.02,-77.85413096144657,-124.99277366799384,,
350,2019-12-29,7399.49,7540.65,7295.33,7316.23,18230.94,135257936.53,85.4,-59.848374832830814,-111.96389390096124,,
351,2019-12-30,7234.44,7414.07,7224.79,7399.49,23030.92,168180498.67,26.34,-58.22564994764434,-101.21624511029786,,
352,2019-12-31,7183.88,7325.24,7141.94,7234.44,19424.26,140384995.27,29.06,-60.32402047978849,-93.03780018419599,,
353,2020-01-01,7189.94,7267.16,7171.82,7183.88,11872.0,85986188.11,52.58,-60.79717094822445,-86.5896743370017,,
354,2020-01-02,6965.72,7224.84,6945.83,7189.94,26531.32,187393954.35,20.55,-78.36152335570932,-84.94404414074322,,
355,2020-01-03,7339.7,7407.11,6882.62,6965.72,51975.01,376690440.38,76.51,-61.39659691307406,-80.2345546952094,,
356,2020-01-04,7357.5,7405.75,7278.6,7339.7,22083.57,162106895.05,68.58,-45.985368538781586,-73.38471746392383,,
357,2020-01-05,7359.96,7501.42,7330.07,7357.5,24084.13,179147746.87,69.67,-33.1907552137518,-65.34592501388943,,
358,2020-01-06,7762.69,7799.63,7355.11,7359.96,46443.66,352286216.6,92.98,9.33836639661422,-50.4090667317887,,
359,2020-01-07,8160.36,8218.63,7736.57,7762.69,75423.75,600054472.25,95.24,74.27544610391942,-25.47216416464708,,
360,2020-01-08,8045.15,8458.65,7873.97,8160.36,85087.59,699004342.7,41.14,115.11509036344432,2.6452867409712013,,
361,2020-01-09,7817.35,8047.11,7757.04,8045.15,40045.64,316199456.84,25.4,127.62802999283394,27.64183539134375,,
362,2020-01-10,8190.31,8192.05,7682.56,7817.35,55534.09,441131626.25,75.43,165.72895956010052,55.25926022509511,,
363,2020-01-11,8024.58,8287.42,8003.87,8190.31,30734.63,250060123.9,38.12,180.47083931154793,80.30157604238568,,
364,2020-01-12,8181.49,8185.14,7968.4,8024.58,17525.61,142197585.82,70.79,202.48113439531335,104.73748771297122,,
365,2020-01-13,8106.56,8200.4,8057.37,8181.49,22746.0,184437465.66,42.94,211.44086832823268,126.07816383602352,,
366,2020-01-14,8820.95,8874.07,8106.4,8106.56,89444.78,768098459.01,83.57,273.0393964143859,155.47041035169602,,
367,2020-01-15,8813.21,8890.04,8559.93,8820.95,50394.79,441186933.78,57.65,317.5713554971053,187.89059938077787,,
368,2020-01-16,8719.63,8846.78,8586.56,8813.21,33539.82,290989712.92,42.88,341.3769490177874,218.5878693081798,,
369,2020-01-17,8894.83,9004.35,8665.99,8719.63,48787.4,432856377.78,78.48,370.1137878272366,248.89305301199119,,
370,2020-01-18,8909.28,8974.65,8807.26,8894.83,19872.9,176837362.25,74.05,389.56329073689267,277.0271005569715,,
371,2020-01-19,8702.59,9177.39,8508.15,8909.28,47750.9,421483277.31,30.53,383.873946398453,298.3964697252678,,
