index,Date,close,high,low,open,volumefrom,volumeto,cRSI,MACD,MACD_Signal,candlestick_pattern,candlestick_match_count
125,2019-05-18,7266.08,7491.67,7213.72,7371.96,41327.89,303317486.98,18.13,573.5568790060952,461.71341202536365,,
126,2019-05-19,8193.14,8281.66,7257.26,7266.08,91218.12,723011166.2,82.55,615.776437712284,492.52601716274773,,
127,2019-05-20,7998.29,8193.14,7591.85,8193.14,80672.83,637617163.27,37.8,626.2934545024627,519.2795046306908,,
128,2019-05-21,7947.93,8102.32,7807.77,7998.29,45005.01,357803946.85,37.9,623.3787131898971,540.099346342532,,
129,2019-05-22,7626.89,8033.76,7533.66,7947.93,54216.74,424501866.33,20.42,588.381024546833,549.7556819833923,,
130,2019-05-23,7876.5,7971.26,7478.74,7626.89,50121.07,386766321.19,75.47,574.1678949883444,554.6381245843827,,
131,2019-05-24,7996.4,8165.45,7801.57,7876.5,51604.15,413162746.86,73.25,566.0537006620252,556.9212397999112,,
132,2019-05-25,8059.13,8140.82,7948.68,7996.4,22294.65,179206342.03,71.79,558.249774045541,557.1869466490372,,
133,2019-05-26,8726.23,8779.0,7894.53,8059.13,57648.95,483663699.62,93.16,598.9897201546146,565.5475013501527,,
134,2019-05-27,8785.17,8931.53,8668.46,8726.23,57692.17,507164714.76,80.3,628.784154055973,578.1948318913168,,
135,2019-05-28,8718.85,8818.71,8562.2,8785.17,41445.13,360752199.95,38.76,639.6712557843193,590.4901166699174,,
136,2019-05-29,8664.56,8760.48,8444.1,8718.85,44056.71,380343928.72,35.94,636.5805092092705,599.708195177788,,
137,2019-05-30,8276.25,9065.89,8027.21,8664.56,95189.06,815525590.67,14.09,595.9282090811357,598.9521979584575,,
138,2019-05-31,8550.67,8570.78,8116.0,8276.25,60143.23,502056527.56,73.46,579.1779658573123,594.9973515382285,,
139,2019-06-01,8555.87,8619.21,8459.65,8550.67,26884.15,229736992.43,58.95,559.8690520397031,587.9716916385235,,
140,2019-06-02,8737.91,8819.9,8547.48,8555.87,25506.14,221708083.06,78.74,552.8824209627774,580.9538375033742,,
141,2019-06-03,8114.49,8740.24,8073.18,8737.91,63486.15,534972187.72,16.86,491.3764003644701,563.0383500755934,,
142,2019-06-04,7677.47,8114.49,7463.94,8114.49,103552.9,809220381.24,11.69,402.72619732745625,530.975919525966,,
143,2019-06-05,7791.29,7917.14,7591.88,7677.47,49771.65,387021977.02,54.63,337.7610958331843,492.3329547874097,,
144,2019-06-06,7807.36,7872.1,7467.52,7791.29,44397.47,342084400.02,51.4,284.2953200660695,450.7254278431417,,
145,2019-06-07,8002.63,8127.63,7767.37,7807.36,51105.14,407241297.23,73.22,254.74344081757772,411.52903043802894,,
146,2019-06-08,7933.78,8058.91,7796.46,8002.63,23469.94,186055499.51,28.87,223.19489222325956,373.86220279507506,,
147,2019-06-09,7643.44,7964.75,7535.9,7933.78,30301.73,234551796.21,15.9,172.77281121946908,333.64432447995387,,
148,2019-06-10,8021.0,8061.5,7533.53,7643.44,43154.98,339520552.04,74.53,161.4181573137139,299.1990910467059,,
149,2019-06-11,7917.32,8049.78,7724.58,8021.0,35850.45,282632009.38,35.88,142.41176855776484,267.8416265489177,,
150,2019-06-12,8174.14,8250.0,7834.57,7917.32,49460.34,399065678.38,75.17,146.38486262580955,243.5502737642961,,
151,2019-06-13,8235.57,8326.2,8053.65,8174.14,38536.25,315594036.87,68.94,152.72988091130446,225.38619519369777,,
